Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
8751,6.308309,134.5895,1.197682779,47.263215,0.149635616,0.486740995,0.001262309,28.67
8752,6.646664,138,1.19826331,51.122782,0.184844457,0.348838703,0.003233943,26.40333333
8753,7.536628,142.0052,1.199024772,50.132002,0.155409289,0.490165195,0.013381002,26.87
8754,8.512846,145.2454,1.19961186,50.570195,0.135682591,0.48010648,0.159828821,29.76333333
8755,8.875056,146.6013,1.199308312,51.363071,0.127475815,0.395837691,0.137857176,31.9
8756,9.814721,149.4173,1.199737612,51.444599,0.075458385,0.37114486,0.152993888,32.79666667
8757,10.03948,149.9971,1.200250773,51.246232,0.062235713,0.371072729,0.147117515,29.24333333
8758,9.830022,150.4322,1.200622254,52.037321,0.062438182,0.388213681,0.143754568,33.07
8759,9.786684,151.4266,1.200948109,52.377719,0.066518966,0.384984657,0.137730681,40.68333333
8760,9.547799,150.7066,1.201235499,54.068601,0.075626121,0.4246183,0.132416824,44.65666667
8761,9.754991,151.2515,1.201837019,53.103744,0.061882804,0.378143192,0.130809695,56.26
8762,9.153767,150.4811,1.202232509,54.342943,0.080844728,0.388486038,0.122490748,57.79333333
8763,9.238485,151.4857,1.202954406,55.033262,0.074397177,0.320108889,0.118977653,55.84
8764,9.367664,150.661,1.202534588,55.410556,0.088128065,0.365049065,0.129206428,57.09666667
8765,9.156766,150.9302,1.20291888,55.432971,0.093323691,0.360898395,0.087674342,51.96666667
8766,9.213561,149.8401,1.2034706,55.31653,0.093410583,0.325238587,0.097335305,53.78
8767,9.218821,150.8318,1.203074853,55.529974,0.083087772,0.378696822,0.113321646,46.23333333
8768,9.6683,153.8405,1.202716549,55.435947,0.061357622,0.310376033,0.110839321,45.75
8769,9.746057,153.3417,1.202761984,55.906673,0.071626084,0.315462349,0.102067049,46.37333333
8770,9.980484,153.962,1.203557578,55.292925,0.062214177,0.305548863,0.117065489,47.80333333
8771,9.898862,155.4639,1.203000564,55.079085,0.055571166,0.297989813,0.110057423,43.06333333
8772,9.729297,156.2706,1.203610618,56.154234,0.05796649,0.295270638,0.099058399,44.19
8773,9.680522,156.3432,1.203387533,56.648368,0.067670855,0.237655624,0.1035345,47.34
8774,9.397481,155.7971,1.203433619,58.116683,0.062910167,0.210499062,0.078170591,50.38333333
8775,8.909428,154.3958,1.204036239,59.048017,0.066313326,0.228925352,0.044510253,49.91333333
8776,9.017307,154.6931,1.204685363,58.437244,0.063866418,0.216184648,0.047490589,51.18666667
8777,8.459227,154.1676,1.204990917,60.31122,0.070532839,0.241123671,0.049700944,53.06666667
8778,8.534643,151.5193,1.205859194,61.081282,0.070325554,0.212044459,0.058002185,48.70666667
8779,8.187654,150.3483,1.206261746,61.505389,0.073673326,0.235633794,0.051074476,42.88333333
8780,8.332278,150.3732,1.205789717,61.575811,0.068582565,0.201673156,0.052212862,41.62666667
8781,8.974691,148.7995,1.206099098,60.479633,0.073495411,0.127099515,0.050907211,35.87666667
8782,8.562792,148.1974,1.206266738,61.784692,0.089392595,0.198002725,0.025118262,36.41
8783,8.818262,148.2364,1.206601199,61.153091,0.083452159,0.155845133,0.004445826,37.87333333
8784,8.908706,148.6752,1.206820527,61.782709,0.085194348,0.140382869,0.040101208,37.05333333
8785,8.871913,148.4185,1.20693786,61.905299,0.100570407,0.149807479,0.033302108,40.94666667
8786,8.753175,149.462,1.206769555,62.654136,0.075386623,0.143777215,0.031012154,42.61333333
8787,9.044316,148.2713,1.207103938,62.501591,0.089811302,0.074278809,0.041501325,41.01
8788,8.664688,147.4297,1.207100383,63.461689,0.106435396,0.053029903,0.034632071,44.05
8789,8.40099,148.031,1.206895585,62.61228,0.102260007,0.053215884,0.016482701,37.81
8790,6.385922,146.7571,1.203254516,62.204041,0.099058993,0.016280436,0.008514351,24.41
8791,6.147806,147.5252,1.202941088,61.366335,0.121574477,0.111524387,0.032022376,18.26
8792,5.669553,149.824,1.202198732,62.86996,0.088990949,0.093763908,0.054173156,13.59
8793,4.606597,188.2896,1.179998299,45.490803,0.114916087,0.280160991,0.148394362,2.163333333
8794,4.601496,202.9112,1.180430615,45.362857,0.051188722,0.36871865,0.25893497,1.206666667
8795,3.967809,212.8419,1.180145763,44.222046,0.070798594,0.338955709,0.331308607,2.863333333
8796,3.794106,211.5194,1.179044998,43.89831,0.044997346,0.149195195,0.452761739,3.72
8797,3.616152,193.0324,1.179580653,45.050429,0.08802437,0.423888779,0.14908333,7.11
8798,3.878391,187.5784,1.179633952,45.063719,0.099893384,0.345796357,0.1632251,3.583333333
8799,4.060611,173.1383,1.179754439,45.832987,0.039006962,0.288383021,0.063059927,2.273333333
8800,6.739824,147.9541,1.177740278,47.76072,0.098950225,0.224540245,0.332124246,2.286666667
8801,7.79529,151.1649,1.177498457,46.377307,0.037684717,0.084556166,0.38665678,5.083333333
8802,8.1013,157.1085,1.176147452,44.813181,0.026960167,0.026565349,0.290615878,7.396666667
8803,8.942404,162.7993,1.175528689,43.005659,0.040668169,0.095567166,0.214697202,6.44
8804,9.06321,161.603,1.176801251,44.869914,0.026364312,0.09694894,0.212517435,5.686666667
8805,8.724401,242.5987,1.19252389,73.361009,0.060618339,0.15045053,0.140054646,23.95
8806,9.941846,242.7197,1.194300097,72.744286,0.074679159,0.142994377,0.091753637,33.14666667
8807,9.840431,239.0354,1.1960323,75.879084,0.055235233,0.18132675,0.10736969,37.54666667
8808,8.273222,234.2909,1.197305874,78.964688,0.050449934,0.122273735,0.069235886,43.86666667
8809,8.14252,231.112,1.197612742,79.723045,0.065344046,0.127322343,0.073998471,54.45666667
8810,8.310898,227.5258,1.197366673,80.948162,0.067299659,0.172369085,0.066461385,51.74333333
8811,9.751511,222.5152,1.198139354,80.959665,0.069659502,0.11649362,0.088042552,54.10666667
8812,9.307068,220.9503,1.198058218,81.592656,0.068456435,0.156445703,0.111067028,47.97
8813,9.280925,222.204,1.19824435,81.907265,0.058106212,0.131442368,0.08498819,27.54333333
8814,8.897767,221.4658,1.198248092,81.612891,0.070549588,0.179189496,0.126034707,29.26666667
8815,8.951258,222.6982,1.198165241,80.891825,0.059750294,0.129568346,0.116456849,34.42666667
8816,8.662683,224.9338,1.197500257,80.938838,0.054232066,0.148874128,0.09732676,48.65
8817,8.679444,227.1603,1.198199754,80.897578,0.067315084,0.155620972,0.079450557,48.75
8818,9.419582,230.5657,1.198274065,81.367115,0.067338169,0.112801186,0.060924918,41.73666667
8819,9.49904,234.251,1.198005238,82.248064,0.049793232,0.083270118,0.065484126,44.50333333
8820,9.632421,235.0785,1.198125357,82.582288,0.078185598,0.08163876,0.060975369,38.84333333
8821,9.707066,238.5783,1.198299526,83.152219,0.050424309,0.115864427,0.063181876,34.06666667
8822,9.177761,245.2161,1.198846723,85.506046,0.063319986,0.062502263,0.076142567,40.42
8823,9.075641,246.2395,1.199093383,86.039654,0.0596475,0.037131878,0.06362357,47.60333333
8824,8.419451,246.9509,1.199189673,86.823797,0.046751718,0.026288367,0.053570468,44.10333333
8825,7.857843,246.0311,1.199285629,87.484165,0.058386506,0.036089216,0.040931394,48.49666667
8826,6.800901,267.4942,1.200319468,86.674428,0.065294393,0.009737011,0.055061511,37.2
8827,6.760771,286.7694,1.200524308,74.909663,0.058108565,0.043190848,0.052197607,25.34333333
8828,7.486939,280.1696,1.201479158,75.715035,0.049196795,0.001627471,0.033452101,20.48
8829,7.214644,275.0814,1.20247764,77.052227,0.04558893,0.020740414,0.041119681,17.51333333
8830,6.970225,271.4913,1.202805999,78.22438,0.061722599,0.003485515,0.044147725,18.25333333
8831,6.243126,269.2645,1.203070458,80.286804,0.075912884,0.040265796,0.046288424,13.71666667
8832,4.883575,262.5955,1.203169111,80.132276,0.117986782,0.009717589,0.008001764,19.78
8833,4.572481,270.5396,1.203739501,80.247924,0.080727727,0.019696145,0.024137474,23.59
8834,4.258613,242.4052,1.203860171,81.594244,0.080370886,0.050149233,0.015667829,4.183333333
8835,4.465052,257.3024,1.206159621,82.750726,0.120969969,0.024595235,0.028492189,3.653333333
8836,3.934431,267.3882,1.206358992,82.092543,0.057999823,0.016844386,0.01760837,2.096666667
8837,5.573816,237.8728,1.212181314,77.466024,0.088250527,0.041446666,0.007932889,3.876666667
8838,8.670991,232.9209,1.210235417,69.021527,0.079035038,0.025100766,0.035781598,14.25
8839,9.337318,234.4424,1.209842933,59.5967,0.055767888,0.017377698,0.021620514,14.48666667
8840,8.642859,240.7344,1.210420749,66.349123,0.065787548,0.022499954,0.044951237,29.57666667
8841,8.277425,233.2767,1.210006764,66.732567,0.063320658,0.016169585,0.019962449,50.28666667
8842,8.764547,229.9763,1.210067039,67.278671,0.061598426,0.034769363,0.019746975,45.64333333
8843,9.055688,229.6214,1.210266291,69.148483,0.054025956,0.002912822,0.024283376,43.58333333
8844,9.543901,230.9406,1.210679597,69.542836,0.051241961,0.032315169,0.033972163,43.95666667
8845,9.079169,229.6161,1.210866889,68.976696,0.06184913,0.007149989,0.033401671,32.63666667
8846,8.244769,226.0876,1.210569716,68.756509,0.071899637,0.05176369,0.03493734,31.78333333
8847,8.400845,225.1471,1.210617968,66.087279,0.063490613,0.019230054,0.037759691,36.79
8848,9.146838,225.2293,1.209828161,64.320024,0.105552739,0.015533205,0.026307926,44.03666667
8849,9.345963,229.5385,1.210027483,62.969936,0.056962958,0.04072204,0.034331051,49.79666667
8850,9.473859,226.4131,1.209861764,63.573766,0.044722853,0.020965055,0.03735685,44.68666667
8851,9.483161,223.5618,1.209807474,63.045713,0.058301235,0.039294126,0.028474582,31.74666667
8852,9.424779,224.7898,1.210486117,63.837,0.0585688,0.038815118,0.046122191,36.41666667
8853,10.04108,225.5422,1.210266955,65.079374,0.049191959,0.02475537,0.029355843,39.61
8854,10.2314,226.788,1.210911528,64.945476,0.040395479,0.029038136,0.029507985,48.45
8855,10.98307,229.9975,1.210615546,65.753624,0.055982835,0.035807663,0.033122415,47.47666667
8856,10.56886,231.5386,1.211079438,68.730125,0.059807311,0.036710683,0.030206425,44.42
8857,10.54976,228.4923,1.211040122,71.965297,0.058084999,0.034206956,0.028071038,51.77333333
8858,10.61995,230.7413,1.211421192,73.141814,0.04913702,0.042168243,0.044065322,57.84333333
8859,9.803991,233.1806,1.21112775,71.571538,0.047962927,0.044214113,0.043090192,67.16333333
8860,9.882823,232.925,1.211613172,72.772851,0.061449345,0.025825051,0.033762173,71.19333333
8861,9.809877,235.1248,1.211550743,72.61991,0.075570662,0.039974389,0.020698812,66.86333333
8862,9.952576,235.7196,1.210670596,70.435886,0.048210795,0.041286064,0.037788622,66.21
8863,10.01182,235.2909,1.210822973,69.083815,0.043452479,0.009770352,0.029604269,63.51666667
8864,10.14335,230.4508,1.210496319,69.10841,0.047128621,0.043339156,0.055308585,57.37
8865,10.23217,232.4109,1.209572185,67.853144,0.07843263,0.065323988,0.041682043,53.94
8866,10.40279,229.1386,1.209064271,65.767312,0.074345517,0.030468161,0.039276032,49.78333333
8867,11.16702,230.1981,1.208820907,65.464802,0.067731024,0.04841386,0.044733235,55.00666667
8868,10.62099,232.778,1.209037941,68.139786,0.055434089,0.041822892,0.054831842,55.81666667
8869,10.51298,230.4411,1.2095752,71.411059,0.04974814,0.016660235,0.043542483,54.55
8870,10.52249,230.787,1.209694431,72.665535,0.062866451,0.03631869,0.030937414,65.10333333
8871,10.59244,233.4307,1.210029505,71.994457,0.037945403,0.023838244,0.027406351,63.95
8872,10.43864,230.8597,1.210427987,73.248338,0.039677515,0.000553739,0.03335462,67.90333333
8873,10.04973,232.9204,1.210503245,73.738503,0.052859122,0.018937647,0.049516713,62.99333333
8874,10.14052,234.105,1.210526679,74.040021,0.053108075,0.031818765,0.049871723,67.08666667
8875,10.29921,232.2654,1.210791895,73.930125,0.039291596,0.036483589,0.046405827,61.95333333
8876,9.941141,233.9311,1.21106854,74.566488,0.050405512,0.038871101,0.030942587,60.49333333
8877,10.11812,235.1619,1.211237576,74.615682,0.038925472,0.002207897,0.044215078,54.84
8878,9.715118,234.4058,1.211903009,74.537724,0.051377636,0.032846879,0.015984072,55.07
8879,9.939795,238.7202,1.211969001,73.041044,0.069753451,0.027265605,0.039654863,59.19333333
8880,10.42457,235.2797,1.211350058,72.381274,0.041546894,0.0334082,0.043282857,56.38
8881,10.37535,230.8868,1.211842037,73.87379,0.054734231,0.040264895,0.041269019,54.41333333
8882,10.10735,233.9878,1.21291326,72.660576,0.050171054,0.020213118,0.034688746,55.86
8883,10.10103,233.9561,1.213402717,72.639151,0.039508169,0.017748581,0.029127505,56.29333333
8884,9.789058,232.2587,1.212910528,73.481418,0.070143419,0.034952541,0.032350366,59.10666667
8885,9.742208,230.7845,1.213094896,71.235703,0.073641499,0.00961662,0.019966531,58.42333333
8886,9.337911,236.0514,1.212940694,69.944729,0.048658817,0.017439649,0.035897788,58.40666667
8887,9.413969,232.637,1.213109114,69.947109,0.054743084,0.02459326,0.054029929,59.69
8888,9.178114,237.4711,1.213126794,71.013531,0.051824634,0.014343003,0.047556555,56.04666667
8889,8.741884,238.1681,1.213454991,70.642782,0.054024922,0.048256351,0.039652622,44.74666667
8890,8.473406,241.122,1.213593773,71.258913,0.074620288,0.030584475,0.054786775,44.11333333
8891,8.117996,240.3831,1.213623264,72.803201,0.050674304,0.021262327,0.021331784,40.89333333
8892,8.011818,237.6604,1.214335704,72.094634,0.096262297,0.018233293,0.028363835,46.59333333
8893,8.40957,235.0502,1.213870275,70.294054,0.044447195,0.021079197,0.027001776,40.64666667
8894,8.123369,232.6466,1.213912949,71.346391,0.057898035,0.028499209,0.042924325,40.97
8895,8.44383,230.8779,1.214631959,72.418764,0.041292139,0.001185126,0.02101385,35.45333333
8896,8.212258,230.1483,1.214111722,72.806375,0.055557388,0.013913488,0.026933693,31.82666667
8897,7.845557,233.5465,1.214915917,73.704979,0.068213627,0.01213358,0.012006643,33.03333333
8898,8.296319,228.1449,1.214737708,72.462406,0.068373335,0.023364672,0.035507081,33.20666667
8899,8.577355,228.2171,1.214743687,73.507008,0.048711124,0.022231712,0.038143368,29.96333333
8900,8.700968,228.2964,1.214590568,74.325074,0.053567603,0.005169572,0.02010227,32.13
8901,8.650525,228.8345,1.214796773,73.52605,0.075332121,0.068403712,0.003426165,33.97333333
8902,9.055159,228.4826,1.214997506,73.083098,0.049596843,0.017300003,0.018316803,31.61
8903,8.581172,232.4289,1.215117988,73.38521,0.047763965,0.012709027,0.015773577,28.26333333
8904,8.692965,232.4977,1.214453181,72.928173,0.073582385,0.028173771,0.021377091,33.17333333
8905,8.979984,230.5417,1.214656305,72.134109,0.052121886,0.034216247,0.02726509,40.07
8906,9.348978,227.6261,1.214692952,72.3295,0.038420157,0.039322105,0.025574433,43.86
8907,9.388948,229.2544,1.214517221,71.966091,0.048973602,0.016727697,0.018830148,39.29
8908,9.196912,226.7543,1.214683307,73.6294,0.061798504,0.031280349,0.018412193,43.50666667
8909,9.289618,224.0031,1.214736959,72.029171,0.076849834,0.017338514,0.009314087,42.09
8910,9.548986,222.68,1.21430665,72.464193,0.061536481,0.022744181,0.023285581,45.83666667
8911,9.521863,224.3166,1.214390429,71.026226,0.052615743,0.032017036,0.017710147,48.28
8912,9.459824,223.7227,1.214266725,69.832254,0.058108354,0.034224498,0.033086276,46.98
8913,9.639478,221.6071,1.214140483,68.693824,0.061408315,0.029833336,0.02287675,48.33333333
8914,9.065247,224.0468,1.213860095,68.915003,0.054014767,0.02053215,0.01123373,47.48333333
8915,8.168199,222.3208,1.213741267,69.856058,0.068922488,0.03802177,0.025025778,46.52333333
8916,7.870818,220.0368,1.214418626,70.622153,0.083008145,0.053003762,0.037119015,48.35333333
8917,8.299799,221.0852,1.213729585,72.351122,0.0796824,0.058493494,0.030376334,45.80666667
8918,8.694697,219.9592,1.213615923,70.70388,0.079913619,0.036472536,0.019671465,49.65333333
8919,8.638576,219.1757,1.213509364,69.944926,0.05631111,0.050750435,0.02388117,46.18
8920,7.870193,214.5471,1.212991403,71.736381,0.069464141,0.085107034,0.020569973,34.51666667
8921,8.245651,213.4638,1.213314044,74.473851,0.056134428,0.028401944,0.005846849,30.52
8922,7.522723,214.9333,1.213844128,74.363557,0.067241131,0.040777635,0.0101136,39.79666667
8923,8.298901,194.1215,1.214923271,82.577947,0.061322324,0.008044501,0.007522111,39.42
8924,8.017223,196.6391,1.215418128,82.370654,0.044396046,0.032610879,0.001186237,29.94666667
8925,7.767238,197.7979,1.21534036,81.0771,0.058053893,0.024205821,0.000746629,26.08
8926,7.897219,199.1444,1.214644777,79.785929,0.059625471,0.044904786,0.022411049,26.53
8927,8.120081,196.1901,1.214801722,76.577138,0.052909004,0.025669099,0.006244032,30.83333333
8928,7.404868,188.1205,1.213054238,69.236954,0.045341659,0.013912167,0.010058575,28.32333333
8929,7.00357,187.1166,1.211677758,67.439151,0.06605574,0.03961328,0.006281798,25.67333333
8930,6.947257,186.5207,1.211041853,63.327593,0.088965012,0.053142611,0.01075134,28.08666667
8931,6.783739,181.1766,1.209708178,65.414814,0.074872633,0.060655393,0.014643283,24.83666667
8932,6.495966,183.7251,1.209036536,64.781823,0.078304582,0.073538552,0.055130706,21.18
8933,6.410269,182.7069,1.208131131,64.402347,0.058927652,0.137682805,0.035960726,22.26
8934,6.720336,184.172,1.2072697,64.158157,0.071516141,0.046278943,0.015416628,19.43333333
8935,7.164971,188.3041,1.20715725,61.145155,0.085306793,0.087792778,0.027669376,18.93666667
8936,7.200803,188.0767,1.205814261,59.883342,0.059651097,0.111672204,0.013931402,17
8937,7.083878,183.8788,1.205079673,61.487736,0.083353257,0.207858694,0.042599429,15.27
8938,8.845095,185.4298,1.203067004,56.027479,0.048188403,0.098631061,0.035192883,16.79333333
8939,8.774876,186.8343,1.202919973,55.205842,0.049301335,0.103950423,0.056158656,19.65333333
8940,8.435425,190.058,1.203201446,56.031248,0.050425639,0.167898155,0.07497362,18.82666667
8941,8.032284,192.6466,1.202951171,58.537816,0.059984545,0.200000465,0.090279999,21.10666667
8942,9.196479,195.729,1.202521299,60.128523,0.097108469,0.16469504,0.105076973,32.42333333
8943,10.22359,202.3615,1.202191326,58.301561,0.064767415,0.069291789,0.065314881,37.05666667
8944,9.927042,205.7047,1.201700865,61.591483,0.065066885,0.121508113,0.092980615,37.04333333
8945,10.10057,209.6303,1.202246657,60.829949,0.054884972,0.118829351,0.080767774,34.12666667
8946,9.717604,213.9094,1.201601864,60.026364,0.050688308,0.1318403,0.087139047,28.74333333
8947,9.227114,218.4212,1.201823806,60.042036,0.07011526,0.140027063,0.05499702,54.60333333
8948,9.558801,222.4793,1.203055271,60.364184,0.061261658,0.161642231,0.091287104,51.17
8949,9.30702,224.523,1.202965852,62.150878,0.051772286,0.12676207,0.061669339,58.03333333
